CROPS,CROPS_LABEL,N,P,K,SOIL_PH,CROP_DURATION,TEMP,WATER_REQUIRED,HUMIDITY,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE
greengram,23,31,31,34,7.2,100,31,975,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,31,32,34,7.2,100,31,977,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,34,34,35,7.3,100,32,985,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,34,34,36,7.3,100,33,988,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,38,36,7.4,100,34,988,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,32,32,34,7.2,100,32,978,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,35,35,34,7.3,100,32,978,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,37,37,37,7.4,100,33,990,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,32,32,34,7.2,100,31,976,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,36,36,36,7.3,100,33,987,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,37,7.4,100,34,992,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,40,40,39,7.5,100,35,997,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,975,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,31,31,34,7.2,100,31,976,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,36,36,37,7.4,100,33,991,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,37,7.4,100,34,993,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,38,37,7.4,100,34,992,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,33,33,35,7.3,100,32,984,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,32,33,35,7.2,100,32,982,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,40,40,38,7.5,100,34,996,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,31,31,34,7.2,100,31,976,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,37,37,35,7.3,100,33,983,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,975,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,36,36,37,7.4,100,33,992,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,37,37,37,7.4,100,33,991,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,40,40,39,7.5,100,35,998,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,35,35,34,7.3,100,32,976,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,38,37,35,7.4,100,33,984,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,38,37,7.4,100,34,991,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,40,40,39,7.5,100,35,999,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,36,36,36,7.3,100,33,986,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,40,40,39,7.5,100,35,999,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,37,7.4,100,34,990,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,34,7.2,100,31,975,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,38,38,37,7.4,100,34,992,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,38,7.4,100,34,995,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,37,7.4,100,34,993,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,36,36,35,7.3,100,33,984,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,31,32,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,40,40,39,7.5,100,35,998,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,37,36,35,7.3,100,33,983,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,975,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,37,7.4,100,34,992,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,32,32,34,7.2,100,32,979,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,37,7.4,100,34,990,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,37,7.4,100,34,993,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,40,40,39,7.5,100,34,997,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,38,38,36,7.4,100,33,988,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,33,33,35,7.3,100,32,983,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,37,36,36,7.3,100,33,986,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,32,32,34,7.2,100,32,979,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,36,35,34,7.3,100,32,977,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,33,33,34,7.2,100,32,977,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,37,37,36,7.4,100,33,986,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,37,7.4,100,34,991,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,35,35,34,7.3,100,32,979,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,37,37,35,7.3,100,33,980,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,33,33,35,7.3,100,32,984,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,31,32,34,7.2,100,31,976,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,38,37,7.4,100,34,989,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,34,33,34,7.2,100,32,977,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,36,36,35,7.3,100,33,984,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,34,7.2,100,31,975,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,37,7.4,100,34,991,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,32,32,34,7.2,100,32,978,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,37,37,35,7.3,100,33,981,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,40,40,39,7.5,100,35,998,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,40,40,39,7.5,100,35,998,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,38,37,7.4,100,34,992,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,38,37,7.4,100,34,991,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,40,39,38,7.5,100,34,996,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,33,33,35,7.3,100,32,982,68,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,30,31,33,7.2,100,31,974,67,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,39,39,37,7.4,100,34,991,70,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
greengram,23,36,36,35,7.3,100,33,983,69,pulses,"well-drained soil,sandy loamy soil,sandy soil",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,58,39,35,6.4,86,28,651,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,48,30,24,5.7,86,28,627,50,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,54,37,31,6.2,83,28,639,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,53,35,30,6.1,83,27,614,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,56,38,34,6.3,84,27,627,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,52,35,29,6,83,27,610,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,54,37,29,6.3,88,29,675,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,46,29,24,5.6,84,27,609,50,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,55,37,33,6.3,83,27,618,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,60,40,39,6.5,90,30,691,55,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,44,29,26,5.6,76,25,549,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,48,32,26,5.8,84,27,619,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,56,39,33,6.4,87,29,667,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,56,38,33,6.3,86,28,646,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,53,36,28,6.2,86,28,659,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,47,30,24,5.6,86,28,627,49,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,51,35,29,6.1,82,27,633,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,60,40,39,6.5,90,30,692,55,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,50,34,26,6,86,28,647,50,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,45,30,27,5.6,76,25,554,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,51,35,27,6.1,86,28,652,50,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,55,38,31,6.4,87,29,676,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,58,39,36,6.4,87,28,652,54,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,50,33,28,5.9,84,27,609,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,59,39,37,6.4,88,28,665,54,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,50,33,29,5.9,82,26,596,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,52,36,29,6.2,84,28,644,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,59,40,36,6.5,88,29,679,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,56,38,34,6.3,85,27,633,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,45,29,24,5.5,82,27,589,50,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,54,37,29,6.3,87,29,672,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,47,32,27,5.8,78,26,588,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,46,29,25,5.6,82,27,596,50,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,60,40,38,6.5,89,30,692,54,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,56,37,33,6.3,84,27,623,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,53,36,28,6.2,87,29,664,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,49,32,27,5.8,84,27,607,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,49,34,28,6,80,27,610,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,49,32,25,5.8,86,28,637,50,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,58,39,35,6.4,88,29,674,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,48,32,26,5.9,84,27,623,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,59,40,37,6.5,88,29,673,54,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,60,40,38,6.5,89,29,679,54,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,49,32,25,5.8,86,28,638,50,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,52,36,29,6.2,85,28,652,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,58,39,36,6.4,88,29,671,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,46,31,26,5.7,80,26,588,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,51,35,30,6,80,26,591,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,48,32,27,5.8,82,27,600,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,48,33,27,5.9,82,27,615,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,59,40,38,6.5,89,29,676,54,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,60,40,38,6.5,89,29,682,54,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,57,38,34,6.3,86,28,642,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,58,39,36,6.4,87,28,654,54,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,58,39,36,6.4,87,28,665,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,55,38,29,6.3,88,29,678,51,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,52,35,30,6.1,80,26,592,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,59,40,37,6.5,89,29,687,54,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,59,40,37,6.5,88,28,668,54,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,48,29,22,5.4,88,28,641,49,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,58,39,36,6.4,86,28,648,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,57,39,34,6.4,86,28,661,53,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
cowpea,18,54,36,32,6.2,82,26,607,52,pulses,"well-drained soil,sandy loamy soil,sandy soil ",rabi,"Oct,Nov,Dec","Apr,May,Jun","irrigated,rainfed"
